gen,strategy,rms,max_pct,noble_rms,halogen_rms,mono_breaks,n_above_20,elapsed_s,is_best
1266,Fresh,0,0,0,0,0,0,0.315917,0
1267,Explore,0,0,0,0,0,0,0.304302,0
1268,Refine,0,0,0,0,0,0,0.484386,0
1269,Block,0,0,0,0,0,0,0.343123,0
1270,Shell,0,0,0,0,0,0,0.341268,0
1271,Weighted,0,0,0,0,0,0,0.324066,0
1272,Fresh,0,0,0,0,0,0,0.317525,0
1273,Explore,0,0,0,0,0,0,0.317212,0
1274,Refine,0,0,0,0,0,0,0.508685,0
1275,Block,0,0,0,0,0,0,0.341367,0
1276,Shell,0,0,0,0,0,0,0.337501,0
1277,Weighted,0,0,0,0,0,0,0.311435,0
1278,Fresh,0,0,0,0,0,0,0.31462,0
1279,Explore,0,0,0,0,0,0,0.330292,0
1280,Refine,0,0,0,0,0,0,0.484355,0
1281,Block,0,0,0,0,0,0,0.342549,0
1282,Shell,0,0,0,0,0,0,0.345444,0
1283,Weighted,0,0,0,0,0,0,0.335039,0
1284,Fresh,0,0,0,0,0,0,0.30951,0
1285,Explore,0,0,0,0,0,0,0.304183,0
1286,Refine,0,0,0,0,0,0,0.505876,0
1287,Block,0,0,0,0,0,0,0.337033,0
1288,Shell,0,0,0,0,0,0,0.340841,0
1289,Weighted,0,0,0,0,0,0,0.327123,0
1290,Fresh,0,0,0,0,0,0,0.311016,0
1291,Explore,0,0,0,0,0,0,0.311592,0
1292,Refine,0,0,0,0,0,0,0.497733,0
1293,Block,0,0,0,0,0,0,0.33891,0
1294,Shell,0,0,0,0,0,0,0.33738,0
1295,Weighted,0,0,0,0,0,0,0.324852,0
1296,Fresh,0,0,0,0,0,0,0.306882,0
1297,Explore,0,0,0,0,0,0,0.302527,0
1298,Refine,0,0,0,0,0,0,0.488362,0
1299,Block,0,0,0,0,0,0,0.342516,0
1300,Shell,0,0,0,0,0,0,0.337193,0
1301,Weighted,0,0,0,0,0,0,0.36191,0
1302,Fresh,0,0,0,0,0,0,0.330917,0
1303,Explore,0,0,0,0,0,0,0.348417,0
1304,Refine,0,0,0,0,0,0,0.493142,0
1305,Block,0,0,0,0,0,0,0.347016,0
1306,Shell,0,0,0,0,0,0,0.379329,0
1307,Weighted,0,0,0,0,0,0,0.398992,0
1308,Fresh,0,0,0,0,0,0,0.357662,0
1309,Explore,0,0,0,0,0,0,0.350018,0
1310,Refine,0,0,0,0,0,0,0.551809,0
1311,Block,0,0,0,0,0,0,0.351876,0
1312,Shell,0,0,0,0,0,0,0.376696,0
1313,Weighted,0,0,0,0,0,0,0.34932,0
1314,Fresh,0,0,0,0,0,0,0.335535,0
1315,Explore,0,0,0,0,0,0,0.332672,0
1316,Refine,0,0,0,0,0,0,0.532335,0
1317,Block,0,0,0,0,0,0,0.349343,0
1318,Shell,0,0,0,0,0,0,0.343327,0
1319,Weighted,0,0,0,0,0,0,0.325004,0
1320,Fresh,0,0,0,0,0,0,0.331216,0
1321,Explore,0,0,0,0,0,0,0.322686,0
1322,Refine,0,0,0,0,0,0,0.485387,0
1323,Block,0,0,0,0,0,0,0.340245,0
1324,Shell,0,0,0,0,0,0,0.344345,0
1325,Weighted,0,0,0,0,0,0,0.325807,0
1326,Fresh,0,0,0,0,0,0,0.317046,0
1327,Explore,0,0,0,0,0,0,0.316259,0
1328,Refine,0,0,0,0,0,0,0.517732,0
1329,Block,0,0,0,0,0,0,0.345,0
1330,Shell,0,0,0,0,0,0,0.340409,0
1331,Weighted,0,0,0,0,0,0,0.33524,0
1332,Fresh,0,0,0,0,0,0,0.332888,0
1333,Explore,0,0,0,0,0,0,0.319449,0
1334,Refine,0,0,0,0,0,0,0.51876,0
1335,Block,0,0,0,0,0,0,0.345592,0
1336,Shell,0,0,0,0,0,0,0.343068,0
1337,Weighted,0,0,0,0,0,0,0.348681,0
1338,Fresh,0,0,0,0,0,0,0.315899,0
1339,Explore,0,0,0,0,0,0,0.350134,0
1340,Refine,0,0,0,0,0,0,0.491499,0
1341,Block,0,0,0,0,0,0,0.352848,0
1342,Shell,0,0,0,0,0,0,0.340962,0
1343,Weighted,0,0,0,0,0,0,0.339108,0
1344,Fresh,0,0,0,0,0,0,0.354315,0
1345,Explore,0,0,0,0,0,0,0.324283,0
1346,Refine,0,0,0,0,0,0,0.500117,0
1347,Block,0,0,0,0,0,0,0.348838,0
1348,Shell,0,0,0,0,0,0,0.357928,0
1349,Weighted,0,0,0,0,0,0,0.334035,0
1350,Fresh,0,0,0,0,0,0,0.324681,0
1351,Explore,0,0,0,0,0,0,0.37269,0
1352,Refine,0,0,0,0,0,0,0.548283,0
1353,Block,0,0,0,0,0,0,0.352606,0
1354,Shell,0,0,0,0,0,0,0.340459,0
1355,Weighted,0,0,0,0,0,0,0.32392,0
1356,Fresh,0,0,0,0,0,0,0.323612,0
1357,Explore,0,0,0,0,0,0,0.323849,0
1358,Refine,0,0,0,0,0,0,0.509265,0
1359,Block,0,0,0,0,0,0,0.36089,0
1360,Shell,0,0,0,0,0,0,0.346008,0
1361,Weighted,0,0,0,0,0,0,0.333315,0
1362,Fresh,0,0,0,0,0,0,0.345794,0
1363,Explore,0,0,0,0,0,0,0.339166,0
1364,Refine,0,0,0,0,0,0,0.518144,0
1365,Block,0,0,0,0,0,0,0.342172,0
1366,Shell,0,0,0,0,0,0,0.342069,0
1367,Weighted,0,0,0,0,0,0,0.339355,0
1368,Fresh,0,0,0,0,0,0,0.348896,0
1369,Explore,0,0,0,0,0,0,0.307487,0
1370,Refine,0,0,0,0,0,0,0.486669,0
1371,Block,0,0,0,0,0,0,0.348635,0
1372,Shell,0,0,0,0,0,0,0.340435,0
1373,Weighted,0,0,0,0,0,0,0.330396,0
1374,Fresh,0,0,0,0,0,0,0.314274,0
1375,Explore,0,0,0,0,0,0,0.313719,0
1376,Refine,0,0,0,0,0,0,0.501154,0
1377,Block,0,0,0,0,0,0,0.340826,0
1378,Shell,0,0,0,0,0,0,0.342419,0
1379,Weighted,0,0,0,0,0,0,0.316527,0
1380,Fresh,0,0,0,0,0,0,0.338357,0
1381,Explore,0,0,0,0,0,0,0.347377,0
1382,Refine,0,0,0,0,0,0,0.527361,0
1383,Block,0,0,0,0,0,0,0.379959,0
1384,Shell,0,0,0,0,0,0,0.362896,0
1385,Weighted,0,0,0,0,0,0,0.323754,0
1386,Fresh,0,0,0,0,0,0,0.336855,0
1387,Explore,0,0,0,0,0,0,0.319612,0
1388,Refine,0,0,0,0,0,0,0.496053,0
1389,Block,0,0,0,0,0,0,0.351858,0
1390,Shell,0,0,0,0,0,0,0.34354,0
1391,Weighted,0,0,0,0,0,0,0.333937,0
1392,Fresh,0,0,0,0,0,0,0.319221,0
1393,Explore,0,0,0,0,0,0,0.357669,0
1394,Refine,0,0,0,0,0,0,0.492463,0
1395,Block,0,0,0,0,0,0,0.351741,0
1396,Shell,0,0,0,0,0,0,0.341227,0
1397,Weighted,0,0,0,0,0,0,0.326757,0
1398,Fresh,0,0,0,0,0,0,0.318964,0
1399,Explore,0,0,0,0,0,0,0.32314,0
1400,Refine,0,0,0,0,0,0,0.501468,0
1401,Block,0,0,0,0,0,0,0.34457,0
1402,Shell,0,0,0,0,0,0,0.341438,0
1403,Weighted,0,0,0,0,0,0,0.330622,0
1404,Fresh,0,0,0,0,0,0,0.317259,0
1405,Explore,0,0,0,0,0,0,0.328246,0
1406,Refine,0,0,0,0,0,0,0.488176,0
1407,Block,0,0,0,0,0,0,0.343753,0
1408,Shell,0,0,0,0,0,0,0.337919,0
1409,Weighted,0,0,0,0,0,0,0.333335,0
1410,Fresh,0,0,0,0,0,0,0.320468,0
1411,Explore,0,0,0,0,0,0,0.311763,0
1412,Refine,0,0,0,0,0,0,0.481027,0
1413,Block,0,0,0,0,0,0,0.341991,0
1414,Shell,0,0,0,0,0,0,0.372634,0
1415,Weighted,0,0,0,0,0,0,0.32373,0
1416,Fresh,0,0,0,0,0,0,0.336156,0
1417,Explore,0,0,0,0,0,0,0.317163,0
1418,Refine,0,0,0,0,0,0,0.508337,0
1419,Block,0,0,0,0,0,0,0.343909,0
1420,Shell,0,0,0,0,0,0,0.343786,0
1421,Weighted,0,0,0,0,0,0,0.329133,0
1422,Fresh,0,0,0,0,0,0,0.355373,0
1423,Explore,0,0,0,0,0,0,0.340898,0
1424,Refine,0,0,0,0,0,0,0.521475,0
1425,Block,0,0,0,0,0,0,0.35342,0
1426,Shell,0,0,0,0,0,0,0.345478,0
1427,Weighted,0,0,0,0,0,0,0.330603,0
1428,Fresh,0,0,0,0,0,0,0.34794,0
1429,Explore,0,0,0,0,0,0,0.322149,0
1430,Refine,0,0,0,0,0,0,0.521678,0
1431,Block,0,0,0,0,0,0,0.366343,0
1432,Shell,0,0,0,0,0,0,0.343751,0
1433,Weighted,0,0,0,0,0,0,0.350309,0
1434,Fresh,0,0,0,0,0,0,0.338426,0
1435,Explore,0,0,0,0,0,0,0.34125,0
1436,Refine,0,0,0,0,0,0,0.505369,0
1437,Block,0,0,0,0,0,0,0.344372,0
1438,Shell,0,0,0,0,0,0,0.346087,0
1439,Weighted,0,0,0,0,0,0,0.319418,0
1440,Fresh,0,0,0,0,0,0,0.341668,0
1441,Explore,0,0,0,0,0,0,0.325959,0
1442,Refine,0,0,0,0,0,0,0.521532,0
1443,Block,0,0,0,0,0,0,0.341723,0
1444,Shell,0,0,0,0,0,0,0.343548,0
1445,Weighted,0,0,0,0,0,0,0.380616,0
1446,Fresh,0,0,0,0,0,0,0.339354,0
1447,Explore,0,0,0,0,0,0,0.324348,0
1448,Refine,0,0,0,0,0,0,0.496216,0
1449,Block,0,0,0,0,0,0,0.349073,0
1450,Shell,0,0,0,0,0,0,0.343105,0
1451,Weighted,0,0,0,0,0,0,0.314338,0
1452,Fresh,0,0,0,0,0,0,0.316012,0
1453,Explore,0,0,0,0,0,0,0.319146,0
1454,Refine,0,0,0,0,0,0,0.483659,0
1455,Block,0,0,0,0,0,0,0.356934,0
1456,Shell,0,0,0,0,0,0,0.345389,0
1457,Weighted,0,0,0,0,0,0,0.329364,0
1458,Fresh,0,0,0,0,0,0,0.3249,0
1459,Explore,0,0,0,0,0,0,0.335067,0
1460,Refine,0,0,0,0,0,0,0.514173,0
1461,Block,0,0,0,0,0,0,0.344288,0
1462,Shell,0,0,0,0,0,0,0.338569,0
1463,Weighted,0,0,0,0,0,0,0.354334,0
1464,Fresh,0,0,0,0,0,0,0.365386,0
1465,Explore,0,0,0,0,0,0,0.327355,0
1466,Refine,0,0,0,0,0,0,0.469483,0
1467,Block,0,0,0,0,0,0,0.346453,0
1468,Shell,0,0,0,0,0,0,0.345168,0
1469,Weighted,0,0,0,0,0,0,0.318445,0
1470,Fresh,0,0,0,0,0,0,0.350957,0
1471,Explore,0,0,0,0,0,0,0.363501,0
1472,Refine,0,0,0,0,0,0,0.519958,0
1473,Block,0,0,0,0,0,0,0.340148,0
1474,Shell,0,0,0,0,0,0,0.343598,0
1475,Weighted,0,0,0,0,0,0,0.345016,0
1476,Fresh,0,0,0,0,0,0,0.337432,0
1477,Explore,0,0,0,0,0,0,0.349713,0
1478,Refine,0,0,0,0,0,0,0.501216,0
1479,Block,0,0,0,0,0,0,0.343202,0
1480,Shell,0,0,0,0,0,0,0.348219,0
1481,Weighted,0,0,0,0,0,0,0.33305,0
1482,Fresh,0,0,0,0,0,0,0.362908,0
1483,Explore,0,0,0,0,0,0,0.337351,0
1484,Refine,0,0,0,0,0,0,0.518785,0
1485,Block,0,0,0,0,0,0,0.357859,0
1486,Shell,0,0,0,0,0,0,0.363852,0
1487,Weighted,0,0,0,0,0,0,0.333956,0
1488,Fresh,0,0,0,0,0,0,0.343125,0
1489,Explore,0,0,0,0,0,0,0.346556,0
1490,Refine,0,0,0,0,0,0,0.507169,0
1491,Block,0,0,0,0,0,0,0.352261,0
1492,Shell,0,0,0,0,0,0,0.346162,0
1493,Weighted,0,0,0,0,0,0,0.345969,0
1494,Fresh,0,0,0,0,0,0,0.337828,0
1495,Explore,0,0,0,0,0,0,0.432393,0
1496,Refine,0,0,0,0,0,0,0.547449,0
1497,Block,0,0,0,0,0,0,0.352913,0
1498,Shell,0,0,0,0,0,0,0.345726,0
1499,Weighted,0,0,0,0,0,0,0.342366,0
1500,Fresh,0,0,0,0,0,0,0.333546,0
1501,Explore,0,0,0,0,0,0,0.315669,0
1502,Refine,0,0,0,0,0,0,0.503755,0
1503,Block,0,0,0,0,0,0,0.378826,0
1504,Shell,0,0,0,0,0,0,0.345784,0
1505,Weighted,0,0,0,0,0,0,0.317476,0
1506,Fresh,0,0,0,0,0,0,0.329879,0
1507,Explore,0,0,0,0,0,0,0.326579,0
1508,Refine,0,0,0,0,0,0,0.526593,0
1509,Block,0,0,0,0,0,0,0.345948,0
1510,Shell,0,0,0,0,0,0,0.353613,0
1511,Weighted,0,0,0,0,0,0,0.344973,0
1512,Fresh,0,0,0,0,0,0,0.404528,0
1513,Explore,0,0,0,0,0,0,0.346514,0
1514,Refine,0,0,0,0,0,0,0.518455,0
1515,Block,0,0,0,0,0,0,0.379889,0
1516,Shell,0,0,0,0,0,0,0.346767,0
1517,Weighted,0,0,0,0,0,0,0.346827,0
1518,Fresh,0,0,0,0,0,0,0.33018,0
1519,Explore,0,0,0,0,0,0,0.319508,0
1520,Refine,0,0,0,0,0,0,0.486985,0
1521,Block,0,0,0,0,0,0,0.347744,0
1522,Shell,0,0,0,0,0,0,0.346266,0
1523,Weighted,0,0,0,0,0,0,0.334924,0
1524,Fresh,0,0,0,0,0,0,0.353296,0
1525,Explore,0,0,0,0,0,0,0.340847,0
1526,Refine,0,0,0,0,0,0,0.494743,0
1527,Block,0,0,0,0,0,0,0.349326,0
1528,Shell,0,0,0,0,0,0,0.356984,0
1529,Weighted,0,0,0,0,0,0,0.343309,0
1530,Fresh,0,0,0,0,0,0,0.318459,0
1531,Explore,0,0,0,0,0,0,0.342693,0
1532,Refine,0,0,0,0,0,0,0.524192,0
1533,Block,0,0,0,0,0,0,0.346647,0
1534,Shell,0,0,0,0,0,0,0.344111,0
1535,Weighted,0,0,0,0,0,0,0.328315,0
1536,Fresh,0,0,0,0,0,0,0.345038,0
1537,Explore,0,0,0,0,0,0,0.327843,0
1538,Refine,0,0,0,0,0,0,0.499378,0
1539,Block,0,0,0,0,0,0,0.348241,0
1540,Shell,0,0,0,0,0,0,0.343399,0
1541,Weighted,0,0,0,0,0,0,0.345958,0
1542,Fresh,0,0,0,0,0,0,0.324599,0
1543,Explore,0,0,0,0,0,0,0.331515,0
1544,Refine,0,0,0,0,0,0,0.53417,0
1545,Block,0,0,0,0,0,0,0.348155,0
1546,Shell,0,0,0,0,0,0,0.345272,0
1547,Weighted,0,0,0,0,0,0,0.329674,0
1548,Fresh,0,0,0,0,0,0,0.325205,0
1549,Explore,0,0,0,0,0,0,0.384607,0
1550,Refine,0,0,0,0,0,0,0.538759,0
1551,Block,0,0,0,0,0,0,0.352368,0
1552,Shell,0,0,0,0,0,0,0.359686,0
1553,Weighted,0,0,0,0,0,0,0.309434,0
1554,Fresh,0,0,0,0,0,0,0.346563,0
1555,Explore,0,0,0,0,0,0,0.324453,0
1556,Refine,0,0,0,0,0,0,0.505573,0
1557,Block,0,0,0,0,0,0,0.345644,0
1558,Shell,0,0,0,0,0,0,0.349464,0
1559,Weighted,0,0,0,0,0,0,0.325202,0
1560,Fresh,0,0,0,0,0,0,0.31907,0
1561,Explore,0,0,0,0,0,0,0.323904,0
1562,Refine,0,0,0,0,0,0,0.500154,0
1563,Block,0,0,0,0,0,0,0.345806,0
1564,Shell,0,0,0,0,0,0,0.343656,0
1565,Weighted,0,0,0,0,0,0,0.304076,0
1566,Fresh,0,0,0,0,0,0,0.341874,0
1567,Explore,0,0,0,0,0,0,0.351337,0
1568,Refine,0,0,0,0,0,0,0.511135,0
1569,Block,0,0,0,0,0,0,0.344278,0
1570,Shell,0,0,0,0,0,0,0.34211,0
1571,Weighted,0,0,0,0,0,0,0.344507,0
1572,Fresh,0,0,0,0,0,0,0.349838,0
1573,Explore,0,0,0,0,0,0,0.323194,0
1574,Refine,0,0,0,0,0,0,0.506606,0
1575,Block,0,0,0,0,0,0,0.350369,0
1576,Shell,0,0,0,0,0,0,0.346996,0
1577,Weighted,0,0,0,0,0,0,0.36466,0
1578,Fresh,0,0,0,0,0,0,0.346228,0
1579,Explore,0,0,0,0,0,0,0.322321,0
1580,Refine,0,0,0,0,0,0,0.51883,0
1581,Block,0,0,0,0,0,0,0.349511,0
1582,Shell,0,0,0,0,0,0,0.365537,0
1583,Weighted,0,0,0,0,0,0,0.344594,0
1584,Fresh,0,0,0,0,0,0,0.361185,0
1585,Explore,0,0,0,0,0,0,0.304979,0
1586,Refine,0,0,0,0,0,0,0.529933,0
1587,Block,0,0,0,0,0,0,0.349691,0
1588,Shell,0,0,0,0,0,0,0.353951,0
1589,Weighted,0,0,0,0,0,0,0.36238,0
1590,Fresh,0,0,0,0,0,0,0.324671,0
1591,Explore,0,0,0,0,0,0,0.35911,0
1592,Refine,0,0,0,0,0,0,0.539215,0
1593,Block,0,0,0,0,0,0,0.343647,0
1594,Shell,0,0,0,0,0,0,0.345568,0
1595,Weighted,0,0,0,0,0,0,0.335188,0
1596,Fresh,0,0,0,0,0,0,0.325639,0
1597,Explore,0,0,0,0,0,0,0.333948,0
1598,Refine,0,0,0,0,0,0,0.537538,0
1599,Block,0,0,0,0,0,0,0.344818,0
1600,Shell,0,0,0,0,0,0,0.34666,0
1601,Weighted,0,0,0,0,0,0,0.323372,0
1602,Fresh,0,0,0,0,0,0,0.361986,0
1603,Explore,0,0,0,0,0,0,0.331995,0
1604,Refine,0,0,0,0,0,0,0.505149,0
1605,Block,0,0,0,0,0,0,0.353355,0
1606,Shell,0,0,0,0,0,0,0.351983,0
1607,Weighted,0,0,0,0,0,0,0.336886,0
1608,Fresh,0,0,0,0,0,0,0.360385,0
1609,Explore,0,0,0,0,0,0,0.326349,0
1610,Refine,0,0,0,0,0,0,0.615431,0
1611,Block,0,0,0,0,0,0,0.386912,0
1612,Shell,0,0,0,0,0,0,0.349827,0
1613,Weighted,0,0,0,0,0,0,0.345083,0
1614,Fresh,0,0,0,0,0,0,0.344452,0
1615,Explore,0,0,0,0,0,0,0.316294,0
1616,Refine,0,0,0,0,0,0,0.507682,0
1617,Block,0,0,0,0,0,0,0.341518,0
1618,Shell,0,0,0,0,0,0,0.345707,0
1619,Weighted,0,0,0,0,0,0,0.338532,0
1620,Fresh,0,0,0,0,0,0,0.331958,0
1621,Explore,0,0,0,0,0,0,0.33268,0
1622,Refine,0,0,0,0,0,0,0.48951,0
1623,Block,0,0,0,0,0,0,0.341608,0
1624,Shell,0,0,0,0,0,0,0.388535,0
1625,Weighted,0,0,0,0,0,0,0.326518,0
1626,Fresh,0,0,0,0,0,0,0.343851,0
1627,Explore,0,0,0,0,0,0,0.349446,0
1628,Refine,0,0,0,0,0,0,0.515787,0
1629,Block,0,0,0,0,0,0,0.350477,0
1630,Shell,0,0,0,0,0,0,0.350263,0
1631,Weighted,0,0,0,0,0,0,0.355352,0
1632,Fresh,0,0,0,0,0,0,0.34236,0
1633,Explore,0,0,0,0,0,0,0.304682,0
1634,Refine,0,0,0,0,0,0,0.550752,0
1635,Block,0,0,0,0,0,0,0.389518,0
1636,Shell,0,0,0,0,0,0,0.363776,0
1637,Weighted,0,0,0,0,0,0,0.361748,0
1638,Fresh,0,0,0,0,0,0,0.359179,0
1639,Explore,0,0,0,0,0,0,0.338274,0
1640,Refine,0,0,0,0,0,0,0.515347,0
1641,Block,0,0,0,0,0,0,0.351498,0
1642,Shell,0,0,0,0,0,0,0.35253,0
1643,Weighted,0,0,0,0,0,0,0.31493,0
1644,Fresh,0,0,0,0,0,0,0.352638,0
1645,Explore,0,0,0,0,0,0,0.333266,0
1646,Refine,0,0,0,0,0,0,0.506318,0
1647,Block,0,0,0,0,0,0,0.35317,0
1648,Shell,0,0,0,0,0,0,0.353341,0
1649,Weighted,0,0,0,0,0,0,0.333728,0
1650,Fresh,0,0,0,0,0,0,0.333863,0
1651,Explore,0,0,0,0,0,0,0.34561,0
1652,Refine,0,0,0,0,0,0,0.521435,0
1653,Block,0,0,0,0,0,0,0.352171,0
1654,Shell,0,0,0,0,0,0,0.419167,0
1655,Weighted,0,0,0,0,0,0,0.333311,0
1656,Fresh,0,0,0,0,0,0,0.337755,0
1657,Explore,0,0,0,0,0,0,0.349312,0
1658,Refine,0,0,0,0,0,0,0.528389,0
1659,Block,0,0,0,0,0,0,0.421224,0
1660,Shell,0,0,0,0,0,0,0.345748,0
1661,Weighted,0,0,0,0,0,0,0.33602,0
1662,Fresh,0,0,0,0,0,0,0.333801,0
1663,Explore,0,0,0,0,0,0,0.336156,0
1664,Refine,0,0,0,0,0,0,0.528185,0
1665,Block,0,0,0,0,0,0,0.345599,0
1666,Shell,0,0,0,0,0,0,0.34765,0
1667,Weighted,0,0,0,0,0,0,0.349941,0
1668,Fresh,0,0,0,0,0,0,0.319647,0
1669,Explore,0,0,0,0,0,0,0.34402,0
1670,Refine,0,0,0,0,0,0,0.509832,0
1671,Block,0,0,0,0,0,0,0.398363,0
1672,Shell,0,0,0,0,0,0,0.384853,0
1673,Weighted,0,0,0,0,0,0,0.348955,0
1674,Fresh,0,0,0,0,0,0,0.37024,0
1675,Explore,0,0,0,0,0,0,0.328998,0
1676,Refine,0,0,0,0,0,0,0.560731,0
1677,Block,0,0,0,0,0,0,0.355536,0
1678,Shell,0,0,0,0,0,0,0.363158,0
